vf,participantId,rbase,approach,jnd_50_r,jnd_50,jnd_r
conf_bounding_box_perp,ie1mbab1,0.4,above,0.062911452,10.17539074,0.093333333
conf_bounding_box_perp,ie1mbab1,0.4,below,0.082290586,14.27543753,0.11
dist_line_sd,ie1mbab1,0.7,above,0.036239642,1.805271021,0.037083333
dist_line_sd,ie1mbab1,0.7,below,0.050772795,1.600457969,0.03375
dist_line_sd,ie1mbab1,0.4,above,0.062911452,1.860952186,0.093333333
dist_line_sd,ie1mbab1,0.4,below,0.082290586,1.98735248,0.11
ellipse_area,ie1mbab1,0.7,above,0.036239642,2720.017133,0.037083333
ellipse_area,ie1mbab1,0.7,below,0.050772795,3222.234805,0.03375
ellipse_area,ie1mbab1,0.4,above,0.062911452,2190.583291,0.093333333
ellipse_area,ie1mbab1,0.4,below,0.082290586,2214.305291,0.11
ellipse_minor,ie1mbab1,0.7,above,0.036239642,10.41436996,0.037083333
ellipse_minor,ie1mbab1,0.7,below,0.050772795,13.21884087,0.03375
ellipse_minor,ie1mbab1,0.4,above,0.062911452,12.65602086,0.093333333
ellipse_minor,ie1mbab1,0.4,below,0.082290586,15.41989766,0.11
conf_bounding_box_perp,ie1meeep,0.4,above,0.05705091,10.61329221,0.06125
conf_bounding_box_perp,ie1meeep,0.4,below,0.130626844,17.56285642,0.136666667
conf_bounding_box_perp,ie1meeep,0.7,above,0.078628204,17.56579212,0.06
conf_bounding_box_perp,ie1meeep,0.7,below,0.06128235,13.1678009,0.029583333
dist_line_sd,ie1meeep,0.4,above,0.05705091,1.730622997,0.06125
dist_line_sd,ie1meeep,0.4,below,0.130626844,2.709950614,0.136666667
dist_line_sd,ie1meeep,0.7,above,0.078628204,2.733846534,0.06
dist_line_sd,ie1meeep,0.7,below,0.06128235,1.905216298,0.029583333
ellipse_area,ie1meeep,0.4,above,0.05705091,1977.744824,0.06125
ellipse_area,ie1meeep,0.4,below,0.130626844,3292.154405,0.136666667
ellipse_area,ie1meeep,0.7,above,0.078628204,6273.482075,0.06
ellipse_area,ie1meeep,0.7,below,0.06128235,3780.786627,0.029583333
ellipse_minor,ie1meeep,0.4,above,0.05705091,11.46101239,0.06125
ellipse_minor,ie1meeep,0.4,below,0.130626844,24.11772623,0.136666667
ellipse_minor,ie1meeep,0.7,above,0.078628204,23.50494591,0.06
ellipse_minor,ie1meeep,0.7,below,0.06128235,15.71576541,0.029583333
conf_bounding_box_perp,ie1mimzy,0.7,above,0.048119705,13.29173457,0.032083333
conf_bounding_box_perp,ie1mimzy,0.7,below,0.034413532,9.784849141,0.0275
conf_bounding_box_perp,ie1mimzy,0.4,above,0.080097851,11.96946274,0.098333333
conf_bounding_box_perp,ie1mimzy,0.4,below,0.0855188,11.99413497,0.093333333
dist_line_sd,ie1mimzy,0.7,above,0.048119705,1.816789941,0.032083333
dist_line_sd,ie1mimzy,0.7,below,0.034413532,1.582406575,0.0275
dist_line_sd,ie1mimzy,0.4,above,0.080097851,1.843713649,0.098333333
dist_line_sd,ie1mimzy,0.4,below,0.0855188,2.270896917,0.093333333
ellipse_area,ie1mimzy,0.7,above,0.048119705,3690.082174,0.032083333
ellipse_area,ie1mimzy,0.7,below,0.034413532,2255.499135,0.0275
ellipse_area,ie1mimzy,0.4,above,0.080097851,2835.109509,0.098333333
ellipse_area,ie1mimzy,0.4,below,0.0855188,2319.985588,0.093333333
ellipse_minor,ie1mimzy,0.7,above,0.048119705,14.01934888,0.032083333
ellipse_minor,ie1mimzy,0.7,below,0.034413532,9.121040243,0.0275
ellipse_minor,ie1mimzy,0.4,above,0.080097851,16.19857644,0.098333333
ellipse_minor,ie1mimzy,0.4,below,0.0855188,16.05459316,0.093333333
conf_bounding_box_perp,ie1mjd11,0.4,above,0.088346298,13.08409283,0.111666667
conf_bounding_box_perp,ie1mjd11,0.4,below,0.091876044,14.13000872,0.11
conf_bounding_box_perp,ie1mjd11,0.7,above,0.04320903,10.79031551,0.043333333
conf_bounding_box_perp,ie1mjd11,0.7,below,0.042112978,9.494830992,0.058333333
dist_line_sd,ie1mjd11,0.4,above,0.088346298,1.832036429,0.111666667
dist_line_sd,ie1mjd11,0.4,below,0.091876044,1.946368628,0.11
dist_line_sd,ie1mjd11,0.7,above,0.04320903,1.509777019,0.043333333
dist_line_sd,ie1mjd11,0.7,below,0.042112978,1.375690183,0.058333333
ellipse_area,ie1mjd11,0.4,above,0.088346298,3155.651262,0.111666667
ellipse_area,ie1mjd11,0.4,below,0.091876044,2444.817986,0.11
ellipse_area,ie1mjd11,0.7,above,0.04320903,3246.97031,0.043333333
ellipse_area,ie1mjd11,0.7,below,0.042112978,2748.301002,0.058333333
ellipse_minor,ie1mjd11,0.4,above,0.088346298,17.91988557,0.111666667
ellipse_minor,ie1mjd11,0.4,below,0.091876044,17.17134601,0.11
ellipse_minor,ie1mjd11,0.7,above,0.04320903,12.42595948,0.043333333
ellipse_minor,ie1mjd11,0.7,below,0.042112978,11.13446025,0.058333333
ellipse_minor,ie1mjln1,0.4,above,0.066352301,13.34707626,0.068333333
conf_bounding_box_perp,ie1mjln1,0.4,below,0.056025384,10.49199449,0.048333333
conf_bounding_box_perp,ie1mjln1,0.7,above,0.042173776,9.207130445,0.043333333
conf_bounding_box_perp,ie1mjln1,0.7,below,0.043633253,7.620934037,0.058333333
dist_line_sd,ie1mjln1,0.4,above,0.066352301,2.11059053,0.068333333
dist_line_sd,ie1mjln1,0.4,below,0.056025384,1.798152312,0.048333333
dist_line_sd,ie1mjln1,0.7,above,0.042173776,1.454157353,0.043333333
dist_line_sd,ie1mjln1,0.7,below,0.043633253,1.557737769,0.058333333
ellipse_minor,ie1mjln1,0.4,below,0.056025384,10.61125962,0.048333333
ellipse_minor,ie1mjln1,0.7,above,0.042173776,12.15584423,0.043333333
ellipse_minor,ie1mjln1,0.7,below,0.043633253,11.52764618,0.058333333
ellipse_area,ie1mjln1,0.4,above,0.066352301,2309.983048,0.068333333
ellipse_area,ie1mjln1,0.4,below,0.056025384,1576.334154,0.048333333
ellipse_area,ie1mjln1,0.7,above,0.042173776,3180.512483,0.043333333
ellipse_area,ie1mjln1,0.7,below,0.043633253,2843.749324,0.058333333
conf_bounding_box_perp,ie1mjln1,0.4,above,0.066352301,13.47566888,0.068333333
conf_bounding_box_perp,ie1mklu9,0.4,above,0.088261326,10.99908719,0.085
conf_bounding_box_perp,ie1mklu9,0.4,below,0.105972502,13.61540772,0.103333333
conf_bounding_box_perp,ie1mklu9,0.7,above,0.044493511,11.16297653,0.061666667
conf_bounding_box_perp,ie1mklu9,0.7,below,0.055904724,10.78989018,0.068333333
dist_line_sd,ie1mklu9,0.4,above,0.088261326,2.517007741,0.085
dist_line_sd,ie1mklu9,0.4,below,0.105972502,2.605334286,0.103333333
dist_line_sd,ie1mklu9,0.7,above,0.044493511,1.897693382,0.061666667
dist_line_sd,ie1mklu9,0.7,below,0.055904724,1.904463828,0.068333333
ellipse_area,ie1mklu9,0.4,above,0.088261326,3142.530341,0.085
ellipse_area,ie1mklu9,0.4,below,0.105972502,2781.832887,0.103333333
ellipse_area,ie1mklu9,0.7,above,0.044493511,3347.954852,0.061666667
ellipse_area,ie1mklu9,0.7,below,0.055904724,3602.840158,0.068333333
ellipse_minor,ie1mklu9,0.4,above,0.088261326,17.88340626,0.085
ellipse_minor,ie1mklu9,0.4,below,0.105972502,19.74307683,0.103333333
ellipse_minor,ie1mklu9,0.7,above,0.044493511,12.8061552,0.061666667
ellipse_minor,ie1mklu9,0.7,below,0.055904724,14.67688894,0.068333333
conf_bounding_box_perp,ie1mr161,0.4,above,0.14072253,23.91749076,0.13
conf_bounding_box_perp,ie1mr161,0.4,below,0.079152337,12.36174865,0.09
conf_bounding_box_perp,ie1mr161,0.7,above,0.070795376,15.33820666,0.07
conf_bounding_box_perp,ie1mr161,0.7,below,0.134907556,25.55323875,0.126666667
dist_line_sd,ie1mr161,0.4,above,0.14072253,3.182183877,0.13
dist_line_sd,ie1mr161,0.4,below,0.079152337,1.671947769,0.09
dist_line_sd,ie1mr161,0.7,above,0.070795376,2.133285458,0.07
dist_line_sd,ie1mr161,0.7,below,0.134907556,4.117305341,0.126666667
ellipse_area,ie1mr161,0.4,above,0.14072253,5461.981072,0.13
ellipse_area,ie1mr161,0.4,below,0.079152337,2110.586494,0.09
ellipse_area,ie1mr161,0.7,above,0.070795376,5557.169099,0.07
ellipse_area,ie1mr161,0.7,below,0.134907556,7876.367727,0.126666667
ellipse_minor,ie1mr161,0.4,above,0.14072253,29.38188994,0.13
ellipse_minor,ie1mr161,0.4,below,0.079152337,14.80177255,0.09
ellipse_minor,ie1mr161,0.7,above,0.070795376,20.93739403,0.07
ellipse_minor,ie1mr161,0.7,below,0.134907556,33.60956992,0.126666667
conf_bounding_box_perp,ie1mtwoe,0.7,above,0.054606112,12.22614058,0.045
conf_bounding_box_perp,ie1mtwoe,0.7,below,0.221375101,36.48627057,0.336666667
conf_bounding_box_perp,ie1mtwoe,0.4,above,0.296107324,51.63787399,0.403333333
conf_bounding_box_perp,ie1mtwoe,0.4,below,0.242977656,30.93434197,0.271666667
dist_line_sd,ie1mtwoe,0.7,above,0.054606112,2.344290347,0.045
dist_line_sd,ie1mtwoe,0.7,below,0.221375101,5.855865884,0.336666667
dist_line_sd,ie1mtwoe,0.4,above,0.296107324,8.252332056,0.403333333
dist_line_sd,ie1mtwoe,0.4,below,0.242977656,4.82580741,0.271666667
ellipse_area,ie1mtwoe,0.7,above,0.054606112,4327.363474,0.045
ellipse_area,ie1mtwoe,0.7,below,0.221375101,10853.69947,0.336666667
ellipse_area,ie1mtwoe,0.4,above,0.296107324,15742.07891,0.403333333
ellipse_area,ie1mtwoe,0.4,below,0.242977656,4846.283723,0.271666667
ellipse_minor,ie1mtwoe,0.7,above,0.054606112,16.25591715,0.045
ellipse_minor,ie1mtwoe,0.7,below,0.221375101,50.96881088,0.336666667
ellipse_minor,ie1mtwoe,0.4,above,0.296107324,71.07669052,0.403333333
ellipse_minor,ie1mtwoe,0.4,below,0.242977656,42.95594341,0.271666667
conf_bounding_box_perp,ie1myfpc,0.4,above,0.066954313,9.903330571,0.078333333
conf_bounding_box_perp,ie1myfpc,0.4,below,0.059491808,12.27911083,0.063333333
conf_bounding_box_perp,ie1myfpc,0.7,above,0.039740995,10.16707418,0.038333333
conf_bounding_box_perp,ie1myfpc,0.7,below,0.035584639,7.318604907,0.034583333
dist_line_sd,ie1myfpc,0.4,above,0.066954313,1.923219724,0.078333333
dist_line_sd,ie1myfpc,0.4,below,0.059491808,1.951751431,0.063333333
dist_line_sd,ie1myfpc,0.7,above,0.039740995,1.626495918,0.038333333
dist_line_sd,ie1myfpc,0.7,below,0.035584639,1.587364268,0.034583333
ellipse_area,ie1myfpc,0.4,above,0.066954313,2315.092517,0.078333333
ellipse_area,ie1myfpc,0.4,below,0.059491808,1670.102006,0.063333333
ellipse_area,ie1myfpc,0.7,above,0.039740995,2979.401726,0.038333333
ellipse_area,ie1myfpc,0.7,below,0.035584639,2327.36282,0.034583333
ellipse_minor,ie1myfpc,0.4,above,0.066954313,13.43836762,0.078333333
ellipse_minor,ie1myfpc,0.4,below,0.059491808,11.261493,0.063333333
ellipse_minor,ie1myfpc,0.7,above,0.039740995,11.41195798,0.038333333
ellipse_minor,ie1myfpc,0.7,below,0.035584639,9.420000229,0.034583333
conf_bounding_box_perp,ie1n566j,0.7,above,0.046480892,10.10462854,0.048333333
conf_bounding_box_perp,ie1n566j,0.7,below,0.061330279,12.89937654,0.068333333
conf_bounding_box_perp,ie1n566j,0.4,above,0.063408509,11.79215067,0.09
conf_bounding_box_perp,ie1n566j,0.4,below,0.094615023,13.03138072,0.08
dist_line_sd,ie1n566j,0.7,above,0.046480892,1.563398295,0.048333333
dist_line_sd,ie1n566j,0.7,below,0.061330279,1.92807794,0.068333333
dist_line_sd,ie1n566j,0.4,above,0.063408509,2.043484044,0.09
dist_line_sd,ie1n566j,0.4,below,0.094615023,2.608902486,0.08
ellipse_area,ie1n566j,0.7,above,0.046480892,3509.292572,0.048333333
ellipse_area,ie1n566j,0.7,below,0.061330279,3892.642668,0.068333333
ellipse_area,ie1n566j,0.4,above,0.063408509,2220.531297,0.09
ellipse_area,ie1n566j,0.4,below,0.094615023,2499.300357,0.08
ellipse_minor,ie1n566j,0.7,above,0.046480892,13.40652995,0.048333333
ellipse_minor,ie1n566j,0.7,below,0.061330279,15.96750384,0.068333333
ellipse_minor,ie1n566j,0.4,above,0.063408509,12.77956595,0.09
ellipse_minor,ie1n566j,0.4,below,0.094615023,17.65377801,0.08
conf_bounding_box_perp,ie1n7t58,0.7,above,0.102421775,23.45384508,0.111666667
conf_bounding_box_perp,ie1n7t58,0.7,below,0.199304293,35.43834544,0.251666667
conf_bounding_box_perp,ie1n7t58,0.4,above,0.204158673,30.77924604,0.248333333
conf_bounding_box_perp,ie1n7t58,0.4,below,0.186783394,23.17084565,0.21
dist_line_sd,ie1n7t58,0.7,above,0.102421775,3.496430529,0.111666667
dist_line_sd,ie1n7t58,0.7,below,0.199304293,5.590161087,0.251666667
dist_line_sd,ie1n7t58,0.4,above,0.204158673,5.009138697,0.248333333
dist_line_sd,ie1n7t58,0.4,below,0.186783394,4.222600257,0.21
ellipse_area,ie1n7t58,0.7,above,0.102421775,8418.135912,0.111666667
ellipse_area,ie1n7t58,0.7,below,0.199304293,10534.20837,0.251666667
ellipse_area,ie1n7t58,0.4,above,0.204158673,8693.7401,0.248333333
ellipse_area,ie1n7t58,0.4,below,0.186783394,4257.787518,0.21
ellipse_minor,ie1n7t58,0.7,above,0.102421775,31.22661752,0.111666667
ellipse_minor,ie1n7t58,0.7,below,0.199304293,47.3497208,0.251666667
ellipse_minor,ie1n7t58,0.4,above,0.204158673,44.16753205,0.248333333
ellipse_minor,ie1n7t58,0.4,below,0.186783394,33.79048337,0.21
conf_bounding_box_perp,ie1n9egu,0.7,above,0.069667265,14.32218094,0.085
conf_bounding_box_perp,ie1n9egu,0.7,below,0.056711654,10.3434753,0.071666667
conf_bounding_box_perp,ie1n9egu,0.4,above,0.075898246,14.13417328,0.07625
conf_bounding_box_perp,ie1n9egu,0.4,below,0.146069453,21.48208045,0.14
dist_line_sd,ie1n9egu,0.7,above,0.069667265,2.153176408,0.085
dist_line_sd,ie1n9egu,0.7,below,0.056711654,2.169938008,0.071666667
dist_line_sd,ie1n9egu,0.4,above,0.075898246,1.842025627,0.07625
dist_line_sd,ie1n9egu,0.4,below,0.146069453,3.120437429,0.14
ellipse_area,ie1n9egu,0.7,above,0.069667265,5433.620949,0.085
ellipse_area,ie1n9egu,0.7,below,0.056711654,3655.323394,0.071666667
ellipse_area,ie1n9egu,0.4,above,0.075898246,2689.69787,0.07625
ellipse_area,ie1n9egu,0.4,below,0.146069453,3594.591536,0.14
ellipse_minor,ie1n9egu,0.7,above,0.069667265,20.51690932,0.085
ellipse_minor,ie1n9egu,0.7,below,0.056711654,14.88980883,0.071666667
ellipse_minor,ie1n9egu,0.4,above,0.075898246,15.35572391,0.07625
ellipse_minor,ie1n9egu,0.4,below,0.146069453,26.83135345,0.14
conf_bounding_box_perp,ie1n9v8g,0.4,above,0.094803547,14.82075547,0.116666667
conf_bounding_box_perp,ie1n9v8g,0.4,below,0.124637912,17.21315631,0.111666667
conf_bounding_box_perp,ie1n9v8g,0.7,above,0.083833714,20.22998815,0.085
conf_bounding_box_perp,ie1n9v8g,0.7,below,0.084480953,15.44215546,0.103333333
dist_line_sd,ie1n9v8g,0.4,above,0.094803547,2.80509728,0.116666667
dist_line_sd,ie1n9v8g,0.4,below,0.124637912,2.745409918,0.111666667
dist_line_sd,ie1n9v8g,0.7,above,0.083833714,3.110034221,0.085
dist_line_sd,ie1n9v8g,0.7,below,0.084480953,2.675730784,0.103333333
ellipse_area,ie1n9v8g,0.4,above,0.094803547,3443.557859,0.116666667
ellipse_area,ie1n9v8g,0.4,below,0.124637912,3171.466523,0.111666667
ellipse_area,ie1n9v8g,0.7,above,0.083833714,6705.886124,0.085
ellipse_area,ie1n9v8g,0.7,below,0.084480953,5250.368141,0.103333333
ellipse_minor,ie1n9v8g,0.4,above,0.094803547,19.33866748,0.116666667
ellipse_minor,ie1n9v8g,0.4,below,0.124637912,23.06000062,0.111666667
ellipse_minor,ie1n9v8g,0.7,above,0.083833714,25.10178187,0.085
ellipse_minor,ie1n9v8g,0.7,below,0.084480953,21.74424242,0.103333333
conf_bounding_box_perp,ie1nacjo,0.4,above,0.085035177,14.58429251,0.09
conf_bounding_box_perp,ie1nacjo,0.4,below,0.128839204,19.76004184,0.12
conf_bounding_box_perp,ie1nacjo,0.7,above,0.064660489,15.93399032,0.06
conf_bounding_box_perp,ie1nacjo,0.7,below,0.053266321,11.37973375,0.043333333
dist_line_sd,ie1nacjo,0.4,above,0.085035177,2.136677199,0.09
dist_line_sd,ie1nacjo,0.4,below,0.128839204,2.802978139,0.12
dist_line_sd,ie1nacjo,0.7,above,0.064660489,2.26951763,0.06
dist_line_sd,ie1nacjo,0.7,below,0.053266321,1.613323811,0.043333333
ellipse_area,ie1nacjo,0.4,above,0.085035177,3043.30529,0.09
ellipse_area,ie1nacjo,0.4,below,0.128839204,3255.974387,0.12
ellipse_area,ie1nacjo,0.7,above,0.064660489,5036.5748,0.06
ellipse_area,ie1nacjo,0.7,below,0.053266321,3415.630199,0.043333333
ellipse_minor,ie1nacjo,0.4,above,0.085035177,17.26015748,0.09
ellipse_minor,ie1nacjo,0.4,below,0.128839204,23.80172789,0.12
ellipse_minor,ie1nacjo,0.7,above,0.064660489,19.02745143,0.06
ellipse_minor,ie1nacjo,0.7,below,0.053266321,13.94631763,0.043333333
conf_bounding_box_perp,ie1nfm4n,0.7,above,0.146900798,37.18707114,0.213333333
conf_bounding_box_perp,ie1nfm4n,0.7,below,0.08320555,16.1681725,0.088333333
conf_bounding_box_perp,ie1nfm4n,0.4,above,0.113309058,15.40361893,0.138333333
conf_bounding_box_perp,ie1nfm4n,0.4,below,0.203494333,27.07920046,0.236666667
dist_line_sd,ie1nfm4n,0.7,above,0.146900798,5.85899416,0.213333333
dist_line_sd,ie1nfm4n,0.7,below,0.08320555,2.677815422,0.088333333
dist_line_sd,ie1nfm4n,0.4,above,0.113309058,2.588633853,0.138333333
dist_line_sd,ie1nfm4n,0.4,below,0.203494333,4.560776962,0.236666667
ellipse_area,ie1nfm4n,0.7,above,0.146900798,14204.10261,0.213333333
ellipse_area,ie1nfm4n,0.7,below,0.08320555,5186.13711,0.088333333
ellipse_area,ie1nfm4n,0.4,above,0.113309058,4257.630459,0.138333333
ellipse_area,ie1nfm4n,0.4,below,0.203494333,4510.783122,0.236666667
ellipse_minor,ie1nfm4n,0.7,above,0.146900798,50.35863879,0.213333333
ellipse_minor,ie1nfm4n,0.7,below,0.08320555,21.44888877,0.088333333
ellipse_minor,ie1nfm4n,0.4,above,0.113309058,23.38689329,0.138333333
ellipse_minor,ie1nfm4n,0.4,below,0.203494333,36.62020239,0.236666667
conf_bounding_box_perp,ie1nt3av,0.7,above,0.059804269,13.95894902,0.04
conf_bounding_box_perp,ie1nt3av,0.7,below,0.065770192,11.00390089,0.05
conf_bounding_box_perp,ie1nt3av,0.4,above,0.094080342,15.19644642,0.118333333
conf_bounding_box_perp,ie1nt3av,0.4,below,0.074541927,12.85982599,0.096666667
dist_line_sd,ie1nt3av,0.7,above,0.059804269,2.177163211,0.04
dist_line_sd,ie1nt3av,0.7,below,0.065770192,2.129740496,0.05
dist_line_sd,ie1nt3av,0.4,above,0.094080342,2.293472252,0.118333333
dist_line_sd,ie1nt3av,0.4,below,0.074541927,2.370931509,0.096666667
ellipse_area,ie1nt3av,0.7,above,0.059804269,4656.950704,0.04
ellipse_area,ie1nt3av,0.7,below,0.065770192,4145.274739,0.05
ellipse_area,ie1nt3av,0.4,above,0.094080342,3409.698811,0.118333333
ellipse_area,ie1nt3av,0.4,below,0.074541927,2030.538586,0.096666667
ellipse_minor,ie1nt3av,0.7,above,0.059804269,17.59546411,0.04
ellipse_minor,ie1nt3av,0.7,below,0.065770192,17.05851985,0.05
ellipse_minor,ie1nt3av,0.4,above,0.094080342,19.17596982,0.118333333
ellipse_minor,ie1nt3av,0.4,below,0.074541927,14.00845655,0.096666667
conf_bounding_box_perp,ie1ny5qg,0.7,above,0.047813663,10.28886695,0.038333333
conf_bounding_box_perp,ie1ny5qg,0.7,below,0.057030057,12.46941846,0.051666667
conf_bounding_box_perp,ie1ny5qg,0.4,above,0.097686512,13.2407351,0.093333333
conf_bounding_box_perp,ie1ny5qg,0.4,below,0.095017996,13.21961025,0.105
dist_line_sd,ie1ny5qg,0.7,above,0.047813663,1.819990199,0.038333333
dist_line_sd,ie1ny5qg,0.7,below,0.057030057,1.821820729,0.051666667
dist_line_sd,ie1ny5qg,0.4,above,0.097686512,2.130323064,0.093333333
dist_line_sd,ie1ny5qg,0.4,below,0.095017996,2.162240265,0.105
ellipse_area,ie1ny5qg,0.7,above,0.047813663,3635.348456,0.038333333
ellipse_area,ie1ny5qg,0.7,below,0.057030057,3662.512048,0.051666667
ellipse_area,ie1ny5qg,0.4,above,0.097686512,3521.030661,0.093333333
ellipse_area,ie1ny5qg,0.4,below,0.095017996,2551.266429,0.105
ellipse_minor,ie1ny5qg,0.7,above,0.047813663,13.85298563,0.038333333
ellipse_minor,ie1ny5qg,0.7,below,0.057030057,14.94352128,0.051666667
ellipse_minor,ie1ny5qg,0.4,above,0.097686512,19.87360407,0.093333333
ellipse_minor,ie1ny5qg,0.4,below,0.095017996,17.79403433,0.105
conf_bounding_box_perp,ie1obtk8,0.4,above,0.08201702,11.22660355,0.07
conf_bounding_box_perp,ie1obtk8,0.4,below,0.10017044,14.44198989,0.125
conf_bounding_box_perp,ie1obtk8,0.7,above,0.032342649,8.842591613,0.0275
conf_bounding_box_perp,ie1obtk8,0.7,below,0.049604059,9.26440001,0.046666667
dist_line_sd,ie1obtk8,0.4,above,0.08201702,1.795382073,0.07
dist_line_sd,ie1obtk8,0.4,below,0.10017044,2.398418982,0.125
dist_line_sd,ie1obtk8,0.7,above,0.032342649,1.634553009,0.0275
dist_line_sd,ie1obtk8,0.7,below,0.049604059,1.584535506,0.046666667
ellipse_area,ie1obtk8,0.4,above,0.08201702,2923.108448,0.07
ellipse_area,ie1obtk8,0.4,below,0.10017044,2646.552526,0.125
ellipse_area,ie1obtk8,0.7,above,0.032342649,2433.111155,0.0275
ellipse_area,ie1obtk8,0.7,below,0.049604059,3168.280338,0.046666667
ellipse_minor,ie1obtk8,0.4,above,0.08201702,16.62484818,0.07
ellipse_minor,ie1obtk8,0.4,below,0.10017044,18.69017524,0.125
ellipse_minor,ie1obtk8,0.7,above,0.032342649,9.308263226,0.0275
ellipse_minor,ie1obtk8,0.7,below,0.049604059,12.95969224,0.046666667
conf_bounding_box_perp,ie1osi97,0.5,above,0.055268197,7.576867053,0.063333333
conf_bounding_box_perp,ie1osi97,0.5,below,0.062795996,11.69885878,0.078333333
conf_bounding_box_perp,ie1osi97,0.8,above,0.028428637,7.228747896,0.043333333
conf_bounding_box_perp,ie1osi97,0.8,below,0.040529355,9.276099634,0.050416667
dist_line_sd,ie1osi97,0.5,above,0.055268197,1.992682854,0.063333333
dist_line_sd,ie1osi97,0.5,below,0.062795996,1.558221268,0.078333333
dist_line_sd,ie1osi97,0.8,above,0.028428637,1.465619546,0.043333333
dist_line_sd,ie1osi97,0.8,below,0.040529355,1.815810127,0.050416667
ellipse_area,ie1osi97,0.5,above,0.055268197,2465.032545,0.063333333
ellipse_area,ie1osi97,0.5,below,0.062795996,2366.706409,0.078333333
ellipse_area,ie1osi97,0.8,above,0.028428637,2872.599277,0.043333333
ellipse_area,ie1osi97,0.8,below,0.040529355,3536.89504,0.050416667
ellipse_minor,ie1osi97,0.5,above,0.055268197,12.15164108,0.063333333
ellipse_minor,ie1osi97,0.5,below,0.062795996,12.96450958,0.078333333
ellipse_minor,ie1osi97,0.8,above,0.028428637,10.01572925,0.043333333
ellipse_minor,ie1osi97,0.8,below,0.040529355,12.85972628,0.050416667
conf_bounding_box_perp,ie1ot4wz,0.8,above,0.024112589,7.827362082,0.029583333
conf_bounding_box_perp,ie1ot4wz,0.8,below,0.035459537,8.892416118,0.046666667
conf_bounding_box_perp,ie1ot4wz,0.5,above,0.057486341,10.97378297,0.061666667
conf_bounding_box_perp,ie1ot4wz,0.5,below,0.057425712,10.01445312,0.075
dist_line_sd,ie1ot4wz,0.8,above,0.024112589,0.931626994,0.029583333
dist_line_sd,ie1ot4wz,0.8,below,0.035459537,1.532695545,0.046666667
dist_line_sd,ie1ot4wz,0.5,above,0.057486341,1.571845163,0.061666667
dist_line_sd,ie1ot4wz,0.5,below,0.057425712,1.794275064,0.075
ellipse_area,ie1ot4wz,0.8,above,0.024112589,2415.755243,0.029583333
ellipse_area,ie1ot4wz,0.8,below,0.035459537,3160.663529,0.046666667
ellipse_area,ie1ot4wz,0.5,above,0.057486341,2576.850958,0.061666667
ellipse_area,ie1ot4wz,0.5,below,0.057425712,2148.110235,0.075
ellipse_minor,ie1ot4wz,0.8,above,0.024112589,8.440997275,0.029583333
ellipse_minor,ie1ot4wz,0.8,below,0.035459537,11.41451013,0.046666667
ellipse_minor,ie1ot4wz,0.5,above,0.057486341,12.66572308,0.061666667
ellipse_minor,ie1ot4wz,0.5,below,0.057425712,11.82677497,0.075
conf_bounding_box_perp,ie1otnz7,0.5,above,0.098111827,15.45255999,0.083333333
conf_bounding_box_perp,ie1otnz7,0.5,below,0.081352123,11.66544178,0.075
conf_bounding_box_perp,ie1otnz7,0.8,above,0.03164182,10.64341914,0.045416667
conf_bounding_box_perp,ie1otnz7,0.8,below,0.039889767,9.424373961,0.037083333
dist_line_sd,ie1otnz7,0.5,above,0.098111827,3.346109544,0.083333333
dist_line_sd,ie1otnz7,0.5,below,0.081352123,1.822489583,0.075
dist_line_sd,ie1otnz7,0.8,above,0.03164182,1.651704393,0.045416667
dist_line_sd,ie1otnz7,0.8,below,0.039889767,1.638351326,0.037083333
ellipse_area,ie1otnz7,0.5,above,0.098111827,4669.323104,0.083333333
ellipse_area,ie1otnz7,0.5,below,0.081352123,2950.096025,0.075
ellipse_area,ie1otnz7,0.8,above,0.03164182,3230.379085,0.045416667
ellipse_area,ie1otnz7,0.8,below,0.039889767,3503.182745,0.037083333
ellipse_minor,ie1otnz7,0.5,above,0.098111827,22.17675708,0.083333333
ellipse_minor,ie1otnz7,0.5,below,0.081352123,16.58385163,0.075
ellipse_minor,ie1otnz7,0.8,above,0.03164182,11.23416025,0.045416667
ellipse_minor,ie1otnz7,0.8,below,0.039889767,12.71100056,0.037083333
conf_bounding_box_perp,ie1otsb4,0.5,above,0.044555924,7.39506087,0.051666667
conf_bounding_box_perp,ie1otsb4,0.5,below,0.066512149,10.85394529,0.075
conf_bounding_box_perp,ie1otsb4,0.8,above,0.029569227,7.918264846,0.032083333
conf_bounding_box_perp,ie1otsb4,0.8,below,0.04384367,10.12843806,0.066666667
dist_line_sd,ie1otsb4,0.5,above,0.044555924,1.664597517,0.051666667
dist_line_sd,ie1otsb4,0.5,below,0.066512149,1.92084298,0.075
dist_line_sd,ie1otsb4,0.8,above,0.029569227,1.255832327,0.032083333
dist_line_sd,ie1otsb4,0.8,below,0.04384367,1.705649321,0.066666667
ellipse_area,ie1otsb4,0.5,above,0.044555924,1966.99189,0.051666667
ellipse_area,ie1otsb4,0.5,below,0.066512149,2492.018686,0.075
ellipse_area,ie1otsb4,0.8,above,0.029569227,2998.100435,0.032083333
ellipse_area,ie1otsb4,0.8,below,0.04384367,3808.36652,0.066666667
ellipse_minor,ie1otsb4,0.5,above,0.044555924,9.755838312,0.051666667
