vf,participantId,rbase,approach,jnd_50_r,jnd_50,jnd_r
ellipse_area,ie1iri1s,0.3,above,0.108465895,2968.234656,0.1
ellipse_area,ie1iri1s,0.3,below,0.236258023,3001.007143,0.276666667
ellipse_area,ie1iri1s,0.6,above,0.050816609,2933.085006,0.056666667
ellipse_area,ie1iri1s,0.6,below,0.085409534,4061.855296,0.071666667
ellipse_minor,ie1iri1s,0.3,above,0.108465895,20.41041079,0.1
ellipse_minor,ie1iri1s,0.3,below,0.236258023,39.28921096,0.276666667
ellipse_minor,ie1iri1s,0.6,above,0.050816609,12.57515264,0.056666667
ellipse_minor,ie1iri1s,0.6,below,0.085409534,19.29526452,0.071666667
conf_bounding_box_perp,ie1iuoeo,0.3,above,0.092838763,14.19905133,0.091666667
conf_bounding_box_perp,ie1iuoeo,0.3,below,0.08091488,11.16831846,0.06
conf_bounding_box_perp,ie1iuoeo,0.6,above,0.060738944,12.33198921,0.05
conf_bounding_box_perp,ie1iuoeo,0.6,below,0.048028381,10.7112337,0.042916667
dist_line_sd,ie1iuoeo,0.3,above,0.092838763,1.889381947,0.091666667
dist_line_sd,ie1iuoeo,0.3,below,0.08091488,2.011982428,0.06
dist_line_sd,ie1iuoeo,0.6,above,0.060738944,1.717593646,0.05
dist_line_sd,ie1iuoeo,0.6,below,0.048028381,1.547847262,0.042916667
ellipse_area,ie1iuoeo,0.3,above,0.092838763,2481.675307,0.091666667
ellipse_area,ie1iuoeo,0.3,below,0.08091488,1518.019137,0.06
ellipse_area,ie1iuoeo,0.6,above,0.060738944,3570.33993,0.05
ellipse_area,ie1iuoeo,0.6,below,0.048028381,2381.945116,0.042916667
ellipse_minor,ie1iuoeo,0.3,above,0.092838763,17.36950793,0.091666667
ellipse_minor,ie1iuoeo,0.3,below,0.08091488,14.12259552,0.06
ellipse_minor,ie1iuoeo,0.6,above,0.060738944,15.17487092,0.05
ellipse_minor,ie1iuoeo,0.6,below,0.048028381,11.04988022,0.042916667
conf_bounding_box_perp,ie1jf80x,0.6,above,0.07141567,13.60987328,0.058333333
conf_bounding_box_perp,ie1jf80x,0.6,below,0.06986777,11.17065724,0.042916667
conf_bounding_box_perp,ie1jf80x,0.3,above,0.0797753,11.37782567,0.116666667
conf_bounding_box_perp,ie1jf80x,0.3,below,0.136184402,14.93944371,0.158333333
dist_line_sd,ie1jf80x,0.6,above,0.07141567,2.157584176,0.058333333
dist_line_sd,ie1jf80x,0.6,below,0.06986777,2.007973714,0.042916667
dist_line_sd,ie1jf80x,0.3,above,0.0797753,2.065218962,0.116666667
dist_line_sd,ie1jf80x,0.3,below,0.136184402,3.163312556,0.158333333
ellipse_area,ie1jf80x,0.6,above,0.07141567,4243.382711,0.058333333
ellipse_area,ie1jf80x,0.6,below,0.06986777,3340.639324,0.042916667
ellipse_area,ie1jf80x,0.3,above,0.0797753,2112.672035,0.116666667
ellipse_area,ie1jf80x,0.3,below,0.136184402,2276.388749,0.158333333
ellipse_minor,ie1jf80x,0.6,above,0.07141567,17.94401559,0.058333333
ellipse_minor,ie1jf80x,0.6,below,0.06986777,15.82147162,0.042916667
ellipse_minor,ie1jf80x,0.3,above,0.0797753,14.89257209,0.116666667
ellipse_minor,ie1jf80x,0.3,below,0.136184402,23.3731898,0.158333333
conf_bounding_box_perp,ie1jg74f,0.3,above,0.258620559,39.86612601,0.346666667
conf_bounding_box_perp,ie1jg74f,0.3,below,0.194107235,22.35052649,0.249166667
conf_bounding_box_perp,ie1jg74f,0.6,above,0.13940434,26.49218389,0.148333333
conf_bounding_box_perp,ie1jg74f,0.6,below,0.171397245,26.97478556,0.13
dist_line_sd,ie1jg74f,0.3,above,0.258620559,6.272438178,0.346666667
dist_line_sd,ie1jg74f,0.3,below,0.194107235,3.923647377,0.249166667
dist_line_sd,ie1jg74f,0.6,above,0.13940434,4.313136445,0.148333333
dist_line_sd,ie1jg74f,0.6,below,0.171397245,4.543092316,0.13
ellipse_area,ie1jg74f,0.3,above,0.258620559,9402.071515,0.346666667
ellipse_area,ie1jg74f,0.3,below,0.194107235,2714.992376,0.249166667
ellipse_area,ie1jg74f,0.6,above,0.13940434,9085.686259,0.148333333
ellipse_area,ie1jg74f,0.6,below,0.171397245,7176.360004,0.13
ellipse_minor,ie1jg74f,0.3,above,0.258620559,52.98993745,0.346666667
ellipse_minor,ie1jg74f,0.3,below,0.194107235,32.61129572,0.249166667
ellipse_minor,ie1jg74f,0.6,above,0.13940434,36.86935214,0.148333333
ellipse_minor,ie1jg74f,0.6,below,0.171397245,36.83670363,0.13
conf_bounding_box_perp,ie1jiroo,0.3,above,0.120851822,18.93554558,0.121666667
conf_bounding_box_perp,ie1jiroo,0.3,below,0.084355025,13.10745271,0.093333333
conf_bounding_box_perp,ie1jiroo,0.6,above,0.043408637,10.63247211,0.052916667
conf_bounding_box_perp,ie1jiroo,0.6,below,0.087383711,13.15468821,0.085
dist_line_sd,ie1jiroo,0.3,above,0.120851822,3.071539156,0.121666667
dist_line_sd,ie1jiroo,0.3,below,0.084355025,2.108895171,0.093333333
dist_line_sd,ie1jiroo,0.6,above,0.043408637,1.590068493,0.052916667
dist_line_sd,ie1jiroo,0.6,below,0.087383711,2.274552845,0.085
ellipse_area,ie1jiroo,0.3,above,0.120851822,3387.137655,0.121666667
ellipse_area,ie1jiroo,0.3,below,0.084355025,1585.366538,0.093333333
ellipse_area,ie1jiroo,0.6,above,0.043408637,2485.399686,0.052916667
ellipse_area,ie1jiroo,0.6,below,0.087383711,4143.110493,0.085
ellipse_minor,ie1jiroo,0.3,above,0.120851822,22.87965157,0.121666667
ellipse_minor,ie1jiroo,0.3,below,0.084355025,14.72689448,0.093333333
ellipse_minor,ie1jiroo,0.6,above,0.043408637,10.69756032,0.052916667
ellipse_minor,ie1jiroo,0.6,below,0.087383711,19.7159317,0.085
conf_bounding_box_perp,ie1k25mx,0.3,above,0.100120948,16.86411459,0.083333333
conf_bounding_box_perp,ie1k25mx,0.3,below,0.092693789,12.20840872,0.093333333
conf_bounding_box_perp,ie1k25mx,0.6,above,0.075112367,15.15624007,0.073333333
conf_bounding_box_perp,ie1k25mx,0.6,below,0.066147184,13.19753763,0.066666667
dist_line_sd,ie1k25mx,0.3,above,0.100120948,1.757282803,0.083333333
dist_line_sd,ie1k25mx,0.3,below,0.092693789,2.630485136,0.093333333
dist_line_sd,ie1k25mx,0.6,above,0.075112367,2.281599403,0.073333333
dist_line_sd,ie1k25mx,0.6,below,0.066147184,1.722238102,0.066666667
ellipse_area,ie1k25mx,0.3,above,0.100120948,2712.716836,0.083333333
ellipse_area,ie1k25mx,0.3,below,0.092693789,1720.172175,0.093333333
ellipse_area,ie1k25mx,0.6,above,0.075112367,4506.725276,0.073333333
ellipse_area,ie1k25mx,0.6,below,0.066147184,3228.205415,0.066666667
ellipse_minor,ie1k25mx,0.3,above,0.100120948,18.79414103,0.083333333
ellipse_minor,ie1k25mx,0.3,below,0.092693789,16.15052237,0.093333333
ellipse_minor,ie1k25mx,0.6,above,0.075112367,18.97216048,0.073333333
ellipse_minor,ie1k25mx,0.6,below,0.066147184,15.11047172,0.066666667
conf_bounding_box_perp,ie1kor3r,0.6,above,0.082536578,16.14417148,0.091666667
conf_bounding_box_perp,ie1kor3r,0.6,below,0.098097388,16.26619402,0.07
conf_bounding_box_perp,ie1kor3r,0.3,above,0.116499014,15.81909016,0.106666667
conf_bounding_box_perp,ie1kor3r,0.3,below,0.135822179,17.90319526,0.085
dist_line_sd,ie1kor3r,0.6,above,0.082536578,2.588324181,0.091666667
dist_line_sd,ie1kor3r,0.6,below,0.098097388,3.016606962,0.07
dist_line_sd,ie1kor3r,0.3,above,0.116499014,2.859704517,0.106666667
dist_line_sd,ie1kor3r,0.3,below,0.135822179,2.956149604,0.085
ellipse_area,ie1kor3r,0.6,above,0.082536578,4987.538391,0.091666667
ellipse_area,ie1kor3r,0.6,below,0.098097388,4512.329999,0.07
ellipse_area,ie1kor3r,0.3,above,0.116499014,3221.634278,0.106666667
ellipse_area,ie1kor3r,0.3,below,0.135822179,2166.173199,0.085
ellipse_minor,ie1kor3r,0.6,above,0.082536578,20.92686,0.091666667
ellipse_minor,ie1kor3r,0.6,below,0.098097388,21.86005325,0.07
ellipse_minor,ie1kor3r,0.3,above,0.116499014,21.97909578,0.106666667
ellipse_minor,ie1kor3r,0.3,below,0.135822179,23.17337396,0.085
conf_bounding_box_perp,ie1krf4r,0.3,above,0.10437511,15.63830102,0.113333333
conf_bounding_box_perp,ie1krf4r,0.3,below,0.131427872,17.83271752,0.156666667
conf_bounding_box_perp,ie1krf4r,0.6,above,0.049357172,11.53160126,0.07
conf_bounding_box_perp,ie1krf4r,0.6,below,0.077381924,11.31724787,0.091666667
dist_line_sd,ie1krf4r,0.3,above,0.10437511,2.74028636,0.113333333
dist_line_sd,ie1krf4r,0.3,below,0.131427872,2.352543922,0.156666667
dist_line_sd,ie1krf4r,0.6,above,0.049357172,1.625278995,0.07
dist_line_sd,ie1krf4r,0.6,below,0.077381924,1.629985241,0.091666667
ellipse_area,ie1krf4r,0.3,above,0.10437511,2827.426789,0.113333333
ellipse_area,ie1krf4r,0.3,below,0.131427872,2227.742234,0.156666667
ellipse_area,ie1krf4r,0.6,above,0.049357172,2876.092626,0.07
ellipse_area,ie1krf4r,0.6,below,0.077381924,3723.737663,0.091666667
ellipse_minor,ie1krf4r,0.3,above,0.10437511,19.59083013,0.113333333
ellipse_minor,ie1krf4r,0.3,below,0.131427872,22.5993974,0.156666667
ellipse_minor,ie1krf4r,0.6,above,0.049357172,12.27530732,0.07
ellipse_minor,ie1krf4r,0.6,below,0.077381924,17.56960787,0.091666667
conf_bounding_box_perp,ie1ljzxr,0.6,above,0.070402133,13.52015218,0.075
conf_bounding_box_perp,ie1ljzxr,0.6,below,0.103192229,16.20033389,0.105
conf_bounding_box_perp,ie1ljzxr,0.3,above,0.193675288,27.28692725,0.198333333
conf_bounding_box_perp,ie1ljzxr,0.3,below,0.256322018,30.41194398,0.290416667
dist_line_sd,ie1ljzxr,0.6,above,0.070402133,1.921992487,0.075
dist_line_sd,ie1ljzxr,0.6,below,0.103192229,2.651022698,0.105
dist_line_sd,ie1ljzxr,0.3,above,0.193675288,4.579016714,0.198333333
dist_line_sd,ie1ljzxr,0.3,below,0.256322018,5.151167012,0.290416667
ellipse_area,ie1ljzxr,0.6,above,0.070402133,4158.147806,0.075
ellipse_area,ie1ljzxr,0.6,below,0.103192229,4796.439082,0.105
ellipse_area,ie1ljzxr,0.3,above,0.193675288,6070.535908,0.198333333
ellipse_area,ie1ljzxr,0.3,below,0.256322018,3120.587066,0.290416667
ellipse_minor,ie1ljzxr,0.6,above,0.070402133,17.63241523,0.075
ellipse_minor,ie1ljzxr,0.6,below,0.103192229,23.09007126,0.105
ellipse_minor,ie1ljzxr,0.3,above,0.193675288,37.804951,0.198333333
ellipse_minor,ie1ljzxr,0.3,below,0.256322018,42.44645638,0.290416667
conf_bounding_box_perp,ie1llcxj,0.3,above,0.096010317,15.71903254,0.073333333
conf_bounding_box_perp,ie1llcxj,0.3,below,0.102811636,15.47522022,0.125
conf_bounding_box_perp,ie1llcxj,0.6,above,0.054274601,11.30650339,0.09
conf_bounding_box_perp,ie1llcxj,0.6,below,0.064368899,11.5761573,0.065
dist_line_sd,ie1llcxj,0.3,above,0.096010317,1.888687441,0.073333333
dist_line_sd,ie1llcxj,0.3,below,0.102811636,2.494277522,0.125
dist_line_sd,ie1llcxj,0.6,above,0.054274601,1.437051211,0.09
dist_line_sd,ie1llcxj,0.6,below,0.064368899,1.586559078,0.065
ellipse_area,ie1llcxj,0.3,above,0.096010317,2604.461633,0.073333333
ellipse_area,ie1llcxj,0.3,below,0.102811636,1835.371944,0.125
ellipse_area,ie1llcxj,0.6,above,0.054274601,3207.359258,0.09
ellipse_area,ie1llcxj,0.6,below,0.064368899,3154.292824,0.065
ellipse_minor,ie1llcxj,0.3,above,0.096010317,18.02880755,0.073333333
ellipse_minor,ie1llcxj,0.3,below,0.102811636,17.81061979,0.125
ellipse_minor,ie1llcxj,0.6,above,0.054274601,13.59843449,0.09
ellipse_minor,ie1llcxj,0.6,below,0.064368899,14.73044292,0.065
conf_bounding_box_perp,ie1m0skm,0.7,above,0.052535509,11.8084786,0.045833333
conf_bounding_box_perp,ie1m0skm,0.7,below,0.056232194,9.702141265,0.051666667
conf_bounding_box_perp,ie1m0skm,0.4,above,0.086068264,12.64991312,0.095
conf_bounding_box_perp,ie1m0skm,0.4,below,0.154255716,21.91653913,0.113333333
dist_line_sd,ie1m0skm,0.7,above,0.052535509,2.15603738,0.045833333
dist_line_sd,ie1m0skm,0.7,below,0.056232194,1.897657104,0.051666667
dist_line_sd,ie1m0skm,0.4,above,0.086068264,2.269440896,0.095
dist_line_sd,ie1m0skm,0.4,below,0.154255716,3.226967288,0.113333333
ellipse_area,ie1m0skm,0.7,above,0.052535509,4050.019668,0.045833333
ellipse_area,ie1m0skm,0.7,below,0.056232194,3606.476304,0.051666667
ellipse_area,ie1m0skm,0.4,above,0.086068264,3071.041137,0.095
ellipse_area,ie1m0skm,0.4,below,0.154255716,3639.859784,0.113333333
ellipse_minor,ie1m0skm,0.7,above,0.052535509,15.35714749,0.045833333
ellipse_minor,ie1m0skm,0.7,below,0.056232194,14.72400795,0.051666667
ellipse_minor,ie1m0skm,0.4,above,0.086068264,17.45210263,0.095
ellipse_minor,ie1m0skm,0.4,below,0.154255716,28.1012426,0.113333333
conf_bounding_box_perp,ie1m0t5t,0.4,above,0.152122082,23.40715791,0.115
conf_bounding_box_perp,ie1m0t5t,0.4,below,0.34981474,43.69086331,0.388333333
conf_bounding_box_perp,ie1m0t5t,0.7,above,0.200954936,53.94388951,0.21625
conf_bounding_box_perp,ie1m0t5t,0.7,below,0.124849691,22.41042304,0.126666667
dist_line_sd,ie1m0t5t,0.4,above,0.152122082,3.656102516,0.115
dist_line_sd,ie1m0t5t,0.4,below,0.34981474,6.702721439,0.388333333
dist_line_sd,ie1m0t5t,0.7,above,0.200954936,8.703033393,0.21625
dist_line_sd,ie1m0t5t,0.7,below,0.124849691,3.463935685,0.126666667
ellipse_area,ie1m0t5t,0.4,above,0.152122082,6043.413509,0.115
ellipse_area,ie1m0t5t,0.4,below,0.34981474,5775.492875,0.388333333
ellipse_area,ie1m0t5t,0.7,above,0.200954936,21628.40457,0.21625
ellipse_area,ie1m0t5t,0.7,below,0.124849691,7310.853303,0.126666667
ellipse_minor,ie1m0t5t,0.4,above,0.152122082,32.03879044,0.115
ellipse_minor,ie1m0t5t,0.4,below,0.34981474,60.11690887,0.388333333
ellipse_minor,ie1m0t5t,0.7,above,0.200954936,74.84284916,0.21625
ellipse_minor,ie1m0t5t,0.7,below,0.124849691,31.15595301,0.126666667
conf_bounding_box_perp,ie1m0u01,0.4,above,0.112489693,17.54114452,0.07
conf_bounding_box_perp,ie1m0u01,0.4,below,0.155663827,19.75016217,0.151666667
conf_bounding_box_perp,ie1m0u01,0.7,above,0.055384208,12.81630391,0.035416667
conf_bounding_box_perp,ie1m0u01,0.7,below,0.120223832,22.30189748,0.13
dist_line_sd,ie1m0u01,0.4,above,0.112489693,2.808037575,0.07
dist_line_sd,ie1m0u01,0.4,below,0.155663827,3.835292917,0.151666667
dist_line_sd,ie1m0u01,0.7,above,0.055384208,1.983530591,0.035416667
dist_line_sd,ie1m0u01,0.7,below,0.120223832,3.586880662,0.13
ellipse_area,ie1m0u01,0.4,above,0.112489693,4334.035099,0.07
ellipse_area,ie1m0u01,0.4,below,0.155663827,3747.72878,0.151666667
ellipse_area,ie1m0u01,0.7,above,0.055384208,4336.775919,0.035416667
ellipse_area,ie1m0u01,0.7,below,0.120223832,7141.279236,0.13
ellipse_minor,ie1m0u01,0.4,above,0.112489693,23.43419461,0.07
ellipse_minor,ie1m0u01,0.4,below,0.155663827,28.4665518,0.151666667
ellipse_minor,ie1m0u01,0.7,above,0.055384208,16.35611214,0.035416667
ellipse_minor,ie1m0u01,0.7,below,0.120223832,30.21707362,0.13
conf_bounding_box_perp,ie1m1245,0.7,above,0.061905777,13.7657955,0.066666667
conf_bounding_box_perp,ie1m1245,0.7,below,0.075582338,15.06750572,0.085
conf_bounding_box_perp,ie1m1245,0.4,above,0.080208221,12.76701671,0.088333333
conf_bounding_box_perp,ie1m1245,0.4,below,0.145609357,20.36054572,0.21
dist_line_sd,ie1m1245,0.7,above,0.061905777,2.253169877,0.066666667
dist_line_sd,ie1m1245,0.7,below,0.075582338,2.527751586,0.085
dist_line_sd,ie1m1245,0.4,above,0.080208221,1.898938285,0.088333333
dist_line_sd,ie1m1245,0.4,below,0.145609357,3.568174052,0.21
ellipse_area,ie1m1245,0.7,above,0.061905777,4800.877935,0.066666667
ellipse_area,ie1m1245,0.7,below,0.075582338,4716.497582,0.085
ellipse_area,ie1m1245,0.4,above,0.080208221,2818.924502,0.088333333
ellipse_area,ie1m1245,0.4,below,0.145609357,3452.889609,0.21
ellipse_minor,ie1m1245,0.7,above,0.061905777,18.1651117,0.066666667
ellipse_minor,ie1m1245,0.7,below,0.075582338,19.49780119,0.085
ellipse_minor,ie1m1245,0.4,above,0.080208221,16.18267585,0.088333333
ellipse_minor,ie1m1245,0.4,below,0.145609357,26.55553227,0.21
conf_bounding_box_perp,ie1m13o1,0.4,above,0.07369905,11.86842291,0.04125
conf_bounding_box_perp,ie1m13o1,0.4,below,0.093581168,13.66068396,0.105
conf_bounding_box_perp,ie1m13o1,0.7,above,0.054708515,12.38823782,0.065
conf_bounding_box_perp,ie1m13o1,0.7,below,0.042217539,10.23022797,0.025416667
dist_line_sd,ie1m13o1,0.4,above,0.07369905,2.064571494,0.04125
dist_line_sd,ie1m13o1,0.4,below,0.093581168,2.36286216,0.105
dist_line_sd,ie1m13o1,0.7,above,0.054708515,2.018621092,0.065
dist_line_sd,ie1m13o1,0.7,below,0.042217539,1.839892406,0.025416667
ellipse_area,ie1m13o1,0.4,above,0.07369905,2650.849831,0.04125
ellipse_area,ie1m13o1,0.4,below,0.093581168,2513.681313,0.105
ellipse_area,ie1m13o1,0.7,above,0.054708515,4197.275133,0.065
ellipse_area,ie1m13o1,0.7,below,0.042217539,2711.012202,0.025416667
ellipse_minor,ie1m13o1,0.4,above,0.07369905,14.98587479,0.04125
ellipse_minor,ie1m13o1,0.4,below,0.093581168,17.52681676,0.105
ellipse_minor,ie1m13o1,0.7,above,0.054708515,15.94237172,0.065
ellipse_minor,ie1m13o1,0.7,below,0.042217539,11.06297014,0.025416667
conf_bounding_box_perp,ie1m1h3b,0.7,above,0.060844108,14.60534609,0.088333333
conf_bounding_box_perp,ie1m1h3b,0.7,below,0.065360569,12.55432143,0.078333333
conf_bounding_box_perp,ie1m1h3b,0.4,above,0.072835655,10.32540556,0.09
conf_bounding_box_perp,ie1m1h3b,0.4,below,0.114125247,16.694335,0.13
dist_line_sd,ie1m1h3b,0.7,above,0.060844108,2.198662434,0.088333333
dist_line_sd,ie1m1h3b,0.7,below,0.065360569,1.690046791,0.078333333
dist_line_sd,ie1m1h3b,0.4,above,0.072835655,1.991509397,0.09
dist_line_sd,ie1m1h3b,0.4,below,0.114125247,2.455820056,0.13
ellipse_area,ie1m1h3b,0.7,above,0.060844108,4760.275073,0.088333333
ellipse_area,ie1m1h3b,0.7,below,0.065360569,4127.776455,0.078333333
ellipse_area,ie1m1h3b,0.4,above,0.072835655,2537.746223,0.09
ellipse_area,ie1m1h3b,0.4,below,0.114125247,2942.085948,0.13
ellipse_minor,ie1m1h3b,0.7,above,0.060844108,17.95652474,0.088333333
ellipse_minor,ie1m1h3b,0.7,below,0.065360569,16.97054159,0.078333333
ellipse_minor,ie1m1h3b,0.4,above,0.072835655,14.65458134,0.09
ellipse_minor,ie1m1h3b,0.4,below,0.114125247,21.17452954,0.13
conf_bounding_box_perp,ie1m2czr,0.4,above,0.051098414,11.27907345,0.071666667
conf_bounding_box_perp,ie1m2czr,0.4,below,0.219742709,27.3348422,0.263333333
conf_bounding_box_perp,ie1m2czr,0.7,above,0.038813024,9.300470194,0.0225
conf_bounding_box_perp,ie1m2czr,0.7,below,0.031273469,6.587023044,0.032916667
dist_line_sd,ie1m2czr,0.4,above,0.051098414,1.562716326,0.071666667
dist_line_sd,ie1m2czr,0.4,below,0.219742709,4.855937283,0.263333333
dist_line_sd,ie1m2czr,0.7,above,0.038813024,1.232613111,0.0225
dist_line_sd,ie1m2czr,0.7,below,0.031273469,1.153077872,0.032916667
ellipse_area,ie1m2czr,0.4,above,0.051098414,1744.649179,0.071666667
ellipse_area,ie1m2czr,0.4,below,0.219742709,4616.890012,0.263333333
ellipse_area,ie1m2czr,0.7,above,0.038813024,2960.267043,0.0225
ellipse_area,ie1m2czr,0.7,below,0.031273469,2069.356241,0.032916667
ellipse_minor,ie1m2czr,0.4,above,0.051098414,10.21534565,0.071666667
ellipse_minor,ie1m2czr,0.4,below,0.219742709,39.17908669,0.263333333
ellipse_minor,ie1m2czr,0.7,above,0.038813024,11.26881912,0.0225
ellipse_minor,ie1m2czr,0.7,below,0.031273469,8.333386162,0.032916667
conf_bounding_box_perp,ie1m2yfu,0.4,above,0.17036526,27.66990551,0.173333333
conf_bounding_box_perp,ie1m2yfu,0.4,below,0.223221366,30.46867368,0.258333333
conf_bounding_box_perp,ie1m2yfu,0.7,above,0.094594576,21.49399042,0.068333333
conf_bounding_box_perp,ie1m2yfu,0.7,below,0.108294204,19.47397307,0.111666667
dist_line_sd,ie1m2yfu,0.4,above,0.17036526,4.642110124,0.173333333
dist_line_sd,ie1m2yfu,0.4,below,0.223221366,4.858188138,0.258333333
dist_line_sd,ie1m2yfu,0.7,above,0.094594576,3.569654498,0.068333333
dist_line_sd,ie1m2yfu,0.7,below,0.108294204,3.276147201,0.111666667
ellipse_area,ie1m2yfu,0.4,above,0.17036526,7053.094635,0.173333333
ellipse_area,ie1m2yfu,0.4,below,0.223221366,4742.082926,0.258333333
ellipse_area,ie1m2yfu,0.7,above,0.094594576,7866.350485,0.068333333
ellipse_area,ie1m2yfu,0.7,below,0.108294204,6527.101093,0.111666667
ellipse_minor,ie1m2yfu,0.4,above,0.17036526,36.4584169,0.173333333
ellipse_minor,ie1m2yfu,0.4,below,0.223221366,39.8676785,0.258333333
ellipse_minor,ie1m2yfu,0.7,above,0.094594576,29.0797972,0.068333333
ellipse_minor,ie1m2yfu,0.7,below,0.108294204,27.42499926,0.111666667
conf_bounding_box_perp,ie1m4c7e,0.7,above,0.037489028,7.848983148,0.0275
conf_bounding_box_perp,ie1m4c7e,0.7,below,0.04463381,9.177075783,0.056666667
conf_bounding_box_perp,ie1m4c7e,0.4,above,0.136233167,21.35546518,0.135
conf_bounding_box_perp,ie1m4c7e,0.4,below,0.152793781,20.3084661,0.175
dist_line_sd,ie1m4c7e,0.7,above,0.037489028,1.367200567,0.0275
dist_line_sd,ie1m4c7e,0.7,below,0.04463381,1.973401575,0.056666667
dist_line_sd,ie1m4c7e,0.4,above,0.136233167,3.244796464,0.135
dist_line_sd,ie1m4c7e,0.4,below,0.152793781,3.33231609,0.175
ellipse_area,ie1m4c7e,0.7,above,0.037489028,2804.721629,0.0275
ellipse_area,ie1m4c7e,0.7,below,0.04463381,2903.492446,0.056666667
ellipse_area,ie1m4c7e,0.4,above,0.136233167,5198.306785,0.135
ellipse_area,ie1m4c7e,0.4,below,0.152793781,3698.870508,0.175
ellipse_minor,ie1m4c7e,0.7,above,0.037489028,10.75168088,0.0275
ellipse_minor,ie1m4c7e,0.7,below,0.04463381,11.77976444,0.056666667
ellipse_minor,ie1m4c7e,0.4,above,0.136233167,28.26561733,0.135
ellipse_minor,ie1m4c7e,0.4,below,0.152793781,27.97250239,0.175
conf_bounding_box_perp,ie1m4smk,0.7,above,0.028369372,6.995279224,0.036666667
conf_bounding_box_perp,ie1m4smk,0.7,below,0.050465053,9.331962624,0.04625
conf_bounding_box_perp,ie1m4smk,0.4,above,0.054371225,10.54271129,0.039166667
conf_bounding_box_perp,ie1m4smk,0.4,below,0.075521598,12.39806195,0.061666667
dist_line_sd,ie1m4smk,0.7,above,0.028369372,1.465753684,0.036666667
dist_line_sd,ie1m4smk,0.7,below,0.050465053,1.448790226,0.04625
dist_line_sd,ie1m4smk,0.4,above,0.054371225,1.914122512,0.039166667
dist_line_sd,ie1m4smk,0.4,below,0.075521598,1.846903586,0.061666667
ellipse_area,ie1m4smk,0.7,above,0.028369372,2081.341525,0.036666667
ellipse_area,ie1m4smk,0.7,below,0.050465053,3243.644287,0.04625
ellipse_area,ie1m4smk,0.4,above,0.054371225,1863.477263,0.039166667
ellipse_area,ie1m4smk,0.4,below,0.075521598,2070.707197,0.061666667
ellipse_minor,ie1m4smk,0.7,above,0.028369372,8.036886561,0.036666667
ellipse_minor,ie1m4smk,0.7,below,0.050465053,13.23029549,0.04625
ellipse_minor,ie1m4smk,0.4,above,0.054371225,10.88295265,0.039166667
ellipse_minor,ie1m4smk,0.4,below,0.075521598,14.21417639,0.061666667
conf_bounding_box_perp,ie1m6br3,0.7,above,0.035056707,6.962876908,0.02125
conf_bounding_box_perp,ie1m6br3,0.7,below,0.037731243,8.419431254,0.046666667
conf_bounding_box_perp,ie1m6br3,0.4,above,0.091626741,13.41754358,0.128333333
conf_bounding_box_perp,ie1m6br3,0.4,below,0.100388167,15.72049694,0.103333333
dist_line_sd,ie1m6br3,0.7,above,0.035056707,1.7323963,0.02125
dist_line_sd,ie1m6br3,0.7,below,0.037731243,1.764647429,0.046666667
dist_line_sd,ie1m6br3,0.4,above,0.091626741,1.930483495,0.128333333
dist_line_sd,ie1m6br3,0.4,below,0.100388167,2.37000586,0.103333333
ellipse_area,ie1m6br3,0.7,above,0.035056707,2654.521156,0.02125
ellipse_area,ie1m6br3,0.7,below,0.037731243,2468.432513,0.046666667
ellipse_area,ie1m6br3,0.4,above,0.091626741,3341.767681,0.128333333
ellipse_area,ie1m6br3,0.4,below,0.100388167,2606.51158,0.103333333
ellipse_minor,ie1m6br3,0.7,above,0.035056707,10.13126014,0.02125
ellipse_minor,ie1m6br3,0.7,below,0.037731243,9.989764549,0.046666667
ellipse_minor,ie1m6br3,0.4,above,0.091626741,18.71797284,0.128333333
ellipse_minor,ie1m6br3,0.4,below,0.100388167,18.65873313,0.103333333
conf_bounding_box_perp,ie1m6gbv,0.4,above,0.112385491,18.13824426,0.123333333
conf_bounding_box_perp,ie1m6gbv,0.4,below,0.236915735,29.94211894,0.31
conf_bounding_box_perp,ie1m6gbv,0.7,above,0.059794968,13.99976774,0.051666667
conf_bounding_box_perp,ie1m6gbv,0.7,below,0.083100911,14.52556584,0.09
dist_line_sd,ie1m6gbv,0.4,above,0.112385491,2.937430704,0.123333333
dist_line_sd,ie1m6gbv,0.4,below,0.236915735,5.303721087,0.31
dist_line_sd,ie1m6gbv,0.7,above,0.059794968,2.329878073,0.051666667
dist_line_sd,ie1m6gbv,0.7,below,0.083100911,2.62080694,0.09
ellipse_area,ie1m6gbv,0.4,above,0.112385491,4158.401936,0.123333333
ellipse_area,ie1m6gbv,0.4,below,0.236915735,4797.503471,0.31
ellipse_area,ie1m6gbv,0.7,above,0.059794968,4653.561477,0.051666667
ellipse_area,ie1m6gbv,0.7,below,0.083100911,5181.984423,0.09
ellipse_minor,ie1m6gbv,0.4,above,0.112385491,23.0687961,0.123333333
ellipse_minor,ie1m6gbv,0.4,below,0.236915735,41.98674694,0.31
ellipse_minor,ie1m6gbv,0.7,above,0.059794968,17.58654712,0.051666667
ellipse_minor,ie1m6gbv,0.7,below,0.083100911,21.42719466,0.09
conf_bounding_box_perp,ie1mbab1,0.7,above,0.036239642,9.404429467,0.037083333
conf_bounding_box_perp,ie1mbab1,0.7,below,0.050772795,8.865227861,0.03375
